,Username,Tweet,Polarity,Tweet_Tune
137,meehawl,"""Pretty striking how gun buying jumped sharply after a Black man was elected president."" https://t.co/0fzg1yK6tC",0.11458333333333334,1
138,StaySafeEvry1,"To get a wheelchair I need to get around and survive, I have to:

-Submit a report from a physical therapist
-Get approval from vendor
-Get approval from insurance
-Fight insurance denials
-Wait 6 months-1 year

America has makes it harder to get a wheelchair than a gun",-0.05,-1
139,giuseppe40oz,"@DadBluey Why automaton assume that someone is against gun reform and make such accusations? Even if somebody is against gun reform, which I’m not, that doesn’t mean they are for the murder of kids. It’s an stupid comment and a logical fallacy.",-0.21562499999999996,-1
140,BlondeFitz85,"We met with Senator Manchin’s staff last month and implored them to re-introduce the Manchin-Toomey bill. 

We were told they had multiple other priorities.",-0.041666666666666664,-1
141,realrkwest,"Every action the killer took, from buying the guns right up until he pulled the trigger, was completely legal. Existing laws do nothing to prevent these tragedies. The only way to prevent this from happening again are new laws specifically aimed at gun ownership.",0.14441558441558439,1
142,gul_maga,"@OANN We have to STOP gun violence. If we just look back only one month, we can see and realize gun violence. Lives are more important than the second amendment. I also understand that we have mental problems in society. Therefore, psychos should not have easy access to deadly weapons.",0.12916666666666668,1
143,brainvomit1313,"As a paramedic, I 100% endorse this thread.",0.0,0
144,just_juvy,Atp lock up both political parties and let’s start fresh…,0.0,0
145,stillost,"Bullshit.
Countries like Australia that have imposed strict gun control cut the instance of gun murders by 70%.",0.0,0
146,RobertC36441014,@benshapiro The best way to stop all the mayhem about gun violence is to do what they are doing with the Susanna trial. Shut everyone up including the head of the FBI.,1.0,1
147,Observa35589017,Hillary Clinton Rallies America To Change Gun Laws For Our Children https://t.co/o3yMMZra1y,0.0,0
148,ashtom876,"I recently met a woman who hunts dear with a bow and arrow. Now every time I hear the “I use guns for hunting” argument, I’m going to say “oh you use a gun? I guess you aren’t as hard core as Jennifer”",-0.14583333333333334,-1
149,LizChan43643797,@me060943 @POTUS The problem you’d know it! Biggest gun problems are in Dem inner cities Eg Chicago where shootings are common place 800 killed last year in Chicago shootings! #Democrats never stop this! Instead they continue with soft on crime coddle the criminal policies while attacking law&gt;,-0.13333333333333333,-1
150,bobby_chapz,Let’s prove a point: retweet if you support background checks on all gun sales.,0.0,0
151,stacyleeme1994,"""I said, 'What on Earth are you talking about? They’ve been in the Army for three months. They’ve only held a gun once.'”

One Russian mother tells @BBCSteveR the remarkable story of how she saved her sons from the war in Ukraine. For @BBCNews at 10 (Camera/edit @LizaVereykina) https://t.co/bRTOJUAJhh",0.25,1
152,Michefielding,Every student at every school in America should walk out of class and refuse to go back until we have sensible gun laws. Fuck this shit.,-0.20000000000000004,-1
153,ciaraneng,@L3X1P @NivShechter @suhel @JoeBiden I think most reasonable gun owners would accept that.,0.35,1
154,MonkeySensei77,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0
155,CinnaStyr,"ME: (being eaten alive) HELP ME! I'M BEING EATEN BY A CROCODILE!

GUN EXPERT: Actually, that's an alligator.  

ME: FOR THE LOVE OF GOD JUST GET HELP. 

GUN EXPERT: ...You can tell by the rounded u-shaped snout.",-0.0234375,-1
156,StackhouseSarah,"Wait, so gun control laws aren’t going to help prevent shootings but laws against abortion are supposed to stop abortions?",0.0,0
157,enchantedharlot,"@ShortyTheCorgi @JoJoFromJerz I believe the saying goes ""The only thing that STOPS a bad guy with a gun is a good guy with a gun.""
Not ""Good guy with gun and body armor murdered in shootout."" 
No one is saying he's not a hero. Despite his heroic acts, the issue remains an armed guard couldn't stop it.",0.07000000000000002,1
158,Cgoinggal,The easiest way to protect school children from gun violence is to restrict access to guns. The safest way to protect children from gun violence is to restrict access to guns. The most COST EFFECTIVE way to protect children from gun violence is to RESTRICT ACCESS TO GUNS!,0.625,1
159,swartz_al,The classmates of the slaughtered Uvalde students are too young to be activists for gun safety. But you can be their activist. You can be their voice. It starts by registering to vote &amp; voting to protect the kids who are still with us. Will you do that? https://t.co/nNbabUFqUV,0.1,1
160,hedesfest,WHAT THE HELL,0.0,0
161,CCVesia,"The party of open borders, defunding the police, no cash bail, and releasing thousands of violent criminals early - want you to know they’re really concerned about gun crimes now.",-0.125,-1
162,DougWalsh72,"@LtheHeard @Whyknotpat1 @PrincessBravato @Gmanc95Castillo And no, the pro gun crowd does not “outnumber” us. That’s just ridiculous.",-0.3333333333333333,-1
163,longo213,the people most likely to say gun control can't fix a mental health issue are also the least likely to make mental health care easier to access for people who need it,4.625929269271485e-18,1
164,Thee_Instig8or,"@vanillatary @FionaSmall If you look how quickly other countries got new gun laws implemented, it’s no mystery that these laws don’t need to take a long time.",-0.012878787878787884,-1
165,belseykass3,ARE WE REALLY SURPRISED #RepublicansAreTheProblem #RepublicansHaveBloodOnTheirHands,0.1,1
166,hypocrisyplanet,A majority of gun deaths are via suicide. There’s a reason they don’t separate this and lump it all together as “gun deaths.” Mental health crisis.,-0.1,-1
167,TADavis28966282,"This is ONE of the many reasons you shouldn't vote for the GQP
👇👇 https://t.co/pUgbzsu5Do",0.5,1
168,Rights4Patients,"@leslibless Yes, there are gun shops online but you must pick it up at a qualified dealer.",0.0,0
169,annasbrew2015,"@patriottakes Hey, Republicans? THIS is what a mental illness that should preclude gun ownership looks like.",-0.1,-1
170,sayinthetruth_,Why are the GOP accepting all this political donations from the NRA? Is it a coincidence that republicans keep blocking gun safety measures? Are they paid off? You decide. Here is a list of rep and dems who received money. You decide https://t.co/yGgZkqPCpS,0.0,0
171,DeethaBug,Gun laws will never happen here in America stop pretending like y’all forget where we really are,0.2,1
172,CKPolitics23,"Fwiw, Manchin told me this quote just over a week after Parkland in 2018:

“It feels a little different. I’ve got grandchildren also in the school systems, and I understand the concerns that every parent and grandparent has.”",-0.09375,-1
173,cd2action,The only thing that can stop a bad guy with a gun is a good guys voting every NRA backed politician the hell out in November.,3.700743415417188e-17,1
174,stevene13337376,This is amazing. The kids are leading…,0.6000000000000001,1
175,PaHouseDems,"Via @MikeGorsegner at @CBS21NEWS -- Republicans vote down gun safety bills again 

https://t.co/h4KhieNchB",-0.15555555555555559,-1
176,Edg808080,@JavierV53969124 @Caryn60443151 @DonaldJTrumpJr And if he didn’t have that AR they would still be scrubbing his brains off the street. Cause the lunatic with the hand gun was about to blow his brains out. Self defense. That’s why no charges.,0.0,0
177,TheRealBruce87,"Restricting gun rights is not the answer.

Look at Chicago.",0.0,0
178,SleeplessInSCal,"Dear CEOS of gun manufacturers, please stop making and selling AR-15s. Just do the right thing.",0.2857142857142857,1
179,ArtKigen,"Wait, so gun control laws aren’t going to help prevent shootings but laws against abortion are supposed to stop abortions?",0.0,0
180,1776READY,"@hodgetwins You cannot equate killing a defenseless child to having a weapon to protect life and family. 
Pro-choice means you agree with murdering the most innocent.
Why can we not agree criminals don't follow your gun laws.",0.19999999999999998,1
181,bigdaddybowwow1,"@KaciStahl @Carefulcow @ronancomics @LordBWithMe @AOC If you don’t want a gun, don’t buy one, but don’t force your beliefs on other people.
Gun rights r outlined within the United States Constitution. It is a Constitutionally protected God-given right. Abortion is no where 2 b found in the Constitution. It’s a political tool (Cont)",0.05357142857142857,1
182,justcurious1313,"Wow. Wow. Wow. This opener by Jimmy Kimmel is a gut punch. He's crying, he's raging and he's saying ""let's make sure that not one of these [pro-gun] politicians holds office ever again.""",0.12000000000000002,1
183,ardbeglily1960,"The problem with calls from Democrats to enact ""common sense"" gun control laws - is their party has no ""common"" sense. 

For instance: 

They let criminals loose - in the name of ""bail reform"" including those who used guns.",-0.07564102564102564,-1
184,Donteisdashing,"RIP Ray Liotta, I’m still waiting to find that one special woman that I love so much I beat the shit out of her creepy neighbor with the butt of my gun and ask her to hold it for me in a gesture that would bond us romantically and signal her implicit approval of my life of crime",0.07142857142857144,1
185,ACABryce,Read the replies,0.0,0
186,PandamanimalJr,"Actually, there is something we can do. Every person who works in a school building should stop coming to work. Every single one. All across the country. Stall the economy and demand sensible gun laws. Until they pass, we don't work.",-0.03571428571428571,-1
187,DavidUNnaji,"Just in case you dey prepare to carry Cutlass, bottle or gun for the coming election because of 5k/rice... with tears for my eyes I say make I use this pictures change your mind 🥺🤧

 NNPP congratulations sir https://t.co/aVrCtPan5g",0.0,0
188,QuanKimberly,"We have to agree to never publicize the names of school shooters and other publicity-seeking mass murderers. This is not a gun or even a ""mental health"" issue. It's an issue of malevolent narcissists weaponizing mass media. Stop publishing their names and the problem will end.",-0.3416666666666666,-1
189,tallbigguyNJ,"Breaking:

WASHINGTON (AP) -- Senate GOP blocks domestic terrorism bill that would have opened debate on gun measures after Texas school shooting.",0.0,0
190,KrisykaB,Francis O'Rorke has always been anti-gun.  He promised to take people's AR-15s during his short and misguided presidential campaign.  He sees this tragedy as a way to springboard into the governor's office.  What he doesn't know is that Texans are way smarter than him.,0.0,0
191,gvthillo,This cause is close to my heart - please sign: https://t.co/IS6qZEMEVD,0.0,0
192,cakelly50,"Youth gun deaths in Texas doubled under Greg Abbott.

Abbott's answer: more guns.

Vote him the hell out. He doesn't give a shit.
 
 #GregAbbottHasBloodOnHisHands  #AbbottCruzMassacre #TexasSchoolMassacre https://t.co/GTHX9qJjMz",0.15,1
193,JadesNotMyName,"@MeidasTouch We are a great country, but we can do better. I’m so angry at Republicans for refusing to even start the conversation about passing sensible gun laws. The days of partisan politics have to end now, or we won’t survive much longer as a nation.",0.25,1
194,waitnwallflower,"The GQP is a death cult. If they were really pro-life, they'd do something to end the carnage. Apparently they only care about the domestic stock of adoptable newborns they can sell through their own adoption services &amp; line their pockets by human trafficking 
#OurBlueVoice",0.14166666666666666,1
195,ralph_erdman,I will be demonstrating June 11 in Parkland. There are many sites with demonstrations on that date. March For Our Lives against the epidemic of gun violence. Congress must hear us.,0.5,1
196,m_dicey,"I want you to remember a number: $442,333.

It’s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA.

That’s the price for his silence and deflection. The real cost is our lives and the lives of our children.",0.2,1
197,ihamza1435,“good guy” with gun stands there and does nothing during mass shooting of 10-year-olds,0.7,1
198,agmarieee,"Japan's process for buying a gun requires an interview with the police about why you need a gun, a psych evaluation, 3 different permits and a background check that includes interviews of family and neighbors.",0.0,0
199,lynne_kern,We have to make it harder to be a gun owner and easier to be a 4th grader.,-0.1,-1
200,Norm_berry,#BREAKING Students at Oxford High school are walking out in protest over a lack of gun control laws and to show support for the victims in Texas. @WWJ950 @FOX2News #Oxford #Uvalde #GunControlNow #GunControl https://t.co/3PM2RW3H4e,0.16,1
201,mchalfant16,"Interesting exchange in the briefing room, as @PressSec notes that Biden has experience with gun control, having been at Obama’s side during Newtown.

“Isn’t that an indictment, not a plus?” @shearm asks, if Biden has been working on this so long with few results",0.08333333333333333,1
202,TheCuriousG,"Props to the performers who have dropped out of the 
@NRA convention. Even as advocates for gun ownership, some say #EnoughIsEnough.
#thatsaplacetostart",0.0,0
203,6to12elbow,@NMishanec @houmayor Theirs gets to be a gun-free zone though. I hate it here.,-0.8,-1
204,rlonghurst1,"@EliseStefanik While you’re at it, how about gun industry accountability? How many babies have they killed?",0.15,1
205,LifeNLasVegas,"@h3h3productions It's not the rifle. It's the person. This is a mental health issue, not a gun issue.",-0.1,-1
206,Cransto35116934,"@WalshFreedom What happened to all the ""good guys"" with a gun to thwart ""bad guys"" with a gun??? Didn't work so well did it in real life? Just like all of the foolish theories about how the ""the problem isn't guns...""  Same BS.",0.05000000000000003,1
207,BeantownBop,"Every gun that is made, every warship launched, every rocket fired signifies, in the final sense, a theft from those who hunger and are not fed, those who are cold and are not clothed.

--Dwight D. Eisenhower, 1953",-0.3,-1
208,JusPlainTalk101,Senate GOP failed America by choosing guns over lives.,-0.5,-1
209,Irv1906,@Timodc Here comes the militarization of schools. AI hidden auto guns and RoboCops walking inside &amp; outside the fences…all because we refuse to fix this with tough gun background checks &amp; other sound legislation.,-0.05611111111111111,-1
210,Mellowcoconut10,"congratulations America, I didn’t think you could outdo yourself but “cops threatening to stun gun Latino parents as their little kids were murdered” is a new zenith in Bipartisan National Death Drive",-0.025568181818181823,-1
211,AdrianaCothran,Uvalde Shooter Fired Gun For 12 Minutes Outside School Before Entering https://t.co/lWoc0wAkmw,0.0,0
212,MrsLGD,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0
213,DonnaleeMystuff,"Cruz is a frelling backwoods, soulless piece of gator poop.",0.0,0
214,QCDrifter,"If the gun protectors in Congress are voted out, things may change. If they retain their seats, nothing will change.
Pretty simple.",0.125,1
215,KenNoyesToo,"@kylegriffin1 The Texas Shooting was a FBI operation the same as the Supreme Court leak to bring Abortion &amp; Gun Control to the forefront before the midterm election. The democrats would destroy our institutions or children to maintain power, they are that evil.",-0.39999999999999997,-1
216,musicislife7621,Says the Attorney General whose Department of Justice and ATF purposely sent thousands of “assault weapons” to Mexican cartels who used them to murder thousands.,0.02500000000000001,1
217,jan0sfs,"Johns Hopkins says that gun violence is a ""Public Health Issue.""  So if the WHO takes over ""Public Health"" this could mean that it's not a Constitutional Right to have a firearm.  You see where this is heading, don't you?",-0.006696428571428575,-1
218,Peterlag2,"The party of open borders, defunding the police, no cash bail, and releasing thousands of violent criminals early - want you to know they’re really concerned about gun crimes now.",-0.125,-1
219,MikeEvery78,"@MsDrifyourNasty @JillyMQ @adamcbest And I can compare it to a body... I have had a gun pointed at me by some crazy guy, luckily I was able to drive off. I've had a knife held to my throat by someone that I thought was a friend, I've had a hammer held to my temple when I 12 because kids want my raiders hat.",0.07777777777777778,1
220,lone_slayer,"Can we not shame a man that *just* lost his kid?

Especially seeing the reason is he thinks it's justified to defend yourself from an angry mob?

Can we please not be this fucking heartless?",-0.175,-1
221,schfinkes,"Ted Cruz walking out of this Sky News interview is the fucking Republican Playbook! Make the important topic being discussed about another topic and get angry and walk away. Ted needs to keep his A+ NRA rating.. and he's got important books to ban!

#AbbottCruzMassacre #Cowards",-0.0875,-1
222,dallascoots22,"2-day Twitter outrage doesn’t cut it. When you step into the voting booth this fall, VOTE GUN CONTROL.",0.0,0
223,GrayTalentGroup,"Highway to the Danger Zone! The wait is over and you can finally catch our Stephanie Andres Barron in Top Gun: Maverick in theaters this week! 
#TopGun #TopGunMaverick https://t.co/FBo6Wd4Ebm",0.3125,1
224,TammieT18,"I've never been more furious.

Now, I just need about 100 million voters as pissed-off as I am and we can save this nation from the wall-builders, gun-lovers, and woman-haters.

Are you there?",0.5,1
225,realdealhom10,Top Gun Maverick tmr is going to be so epic. Can't wait! https://t.co/yfzLnEQUNO,0.3125,1
226,akhilnayak007,"@DaveLeeFT Shooter bought 2 AR15s day after turned 18, hundreds rounds ammunition, military grade tactical protective gear. And the gun dealer didn't bother to alert local police, just pocketed the money and went home.",-0.05,-1
227,notkeykku,"Breaking:

WASHINGTON (AP) -- Senate GOP blocks domestic terrorism bill that would have opened debate on gun measures after Texas school shooting.",0.0,0
228,champagneevane,Why do I think gun control could work? Because fuckin grenade control works.,0.0,0
229,LandesOne,"Screw gun control. 

No life and liberty loving American is going to surrender their right to self-defense in this toxic, tyrannical political environment. 

You'd have to be a fool or a Democrat voter to do so. https://t.co/02PNAgmIny",0.22142857142857142,1
230,oepepper,@1termDesantis @Iweyer2 @sandibachom Even law enforcement officers are aware of how dangerous these weapons are and how deadly. They know in their hearts no one should have these damn things but they support the gun nuts anyway. I don't get it.,-0.18333333333333335,-1
231,CoolJewel_5,"@VickiTidwell4 @TomiLahren And you lefties fail to realize one thing… every time you cry “gun control”, gun sales skyrocket!! EVERY TIME! I know because I buy myself a new gun and ammo every time I hear a threat to my constitutional right to bear arms. And I’ve yet to kill anyone.",-0.18482819264069264,-1
232,danmorris63,"A National Rifle Association gun law event billed as the 'largest gathering of Second Amendment attorneys in the country' is scheduled to take place Friday in Houston, four days after a mass shooting at an elementary school in Uvalde, Texas https://t.co/zFFTX6QG15 1/8",0.15,1
233,Sandraljones9,"We all know teachers don't get paid half of what they are worth, so let's arm them, and give them the added responsibility of having to shoot it out with some asshole that has a machine gun and body armor??",0.06666666666666667,1
234,dbble5,"The American people have had enough. Don’t compromise. Don’t move on or back down. Make them vote on reasonable gun measures. Let them hear from their constituents. If they vote against, let them hear from the voters. Take sane gun policy and reproductive rights to the midterms.",0.008888888888888885,1
235,MorganAngelo176,"@PilotAlto @TRHLofficial and if anyone dare to substitute voting right as in gun ownership, they would be stoned to death while the mob chant facists. 

I do agree education is a way to improve general public's intelligence, unfortunately education aren't doing much good for some folks out there irl.",0.10714285714285714,1
236,ChristinaLesyk,"Ted Cruz walking out of this Sky News interview is the fucking Republican Playbook! Make the important topic being discussed about another topic and get angry and walk away. Ted needs to keep his A+ NRA rating.. and he's got important books to ban!

#AbbottCruzMassacre #Cowards",-0.0875,-1
237,normalameriguy,There's no compromise to be had on gun laws that will prevent a troubled 18 year old with no record from buying a semi-automatic firearm.,-0.2,-1
238,DutchiesDevil,"Whenever you hear pro-child killing machine republicans talk about how “mental health” is the problem, remind them that one of the first laws trump signed when he took office made it easier for people with mental health issues to buy a gun

 #AbbottCruzMassacre",0.016666666666666663,1
239,slayer12777,Hence the gun grab distraction,0.0,0
240,seeaychwyenenay,"a list of people who will be disarmed/targeted by gun control:

- yo Black ass
- my Black ass
- poor people
- revolutionaries
- Black &amp; Brown folks
- anti-imperialists",-0.225,-1
241,OGNurseRatchet,#NRAWhoresNotDoors are the problem.,0.0,0
242,notpettyheaux,"op wasn't saying he deserved to lose his little girl (and the ones that are saying that are fucking freaks), they were pointing out that gun violence is something a lot of people are unsympathetic about til it affects them personally, like antivaxxers losing a loved one to covid",-0.021875000000000006,-1
243,fabfashionista8,@BillPascrell When is the Senate voting on gun control. When is Congress voting on gun control? How many Democrats in Washington DC oppose gun control? Who are they? Why won't Schumer allow a vote on gun control?,0.5,1
244,LouHarry,"Wow. The PA announcer at the Heat-Celtics game, after the obligatory moment of silence for the shooting victims, urged people to call Congress and demand common sense gun legislation. Crowd roared in approval. Thanks @NBA.",-0.10000000000000002,-1
245,wavvyraay,"listen, there are responsible gun owners who just enjoying hunting and I want to make it clear that I don’t care at all and they can find literally any other hobby",0.16874999999999998,1
246,SqueezerusTV,Ah nuts https://t.co/pRgsyYGrH2,0.0,0
247,jengrimes8,The definition of insanity is doing the same thing over and over and getting the same results. These people in office keep doing the same thing over again and they keep expecting different results but they cont. getting the same results. Maybe they should try something different,0.0,0
248,SouthpawSBagger,"@spacedrivefilms @blind_mowing @UPP_Polls Do you know why? 
I can go to Wisconsin, Indiana and Iowa and purchase a gun in 30 minutes. That is why marijuana sales a through the roof..they come here and take it back to their state.

Look at Hawaii. Strict guns laws...can't bring guns in there...gun violence lowest in US.",0.0,0
249,DynoSauR4Truth,Criminals love strict gun laws.,0.5,1
250,jegregg99,"I want you to remember a number: $442,333.

It’s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA.

That’s the price for his silence and deflection. The real cost is our lives and the lives of our children.",0.2,1
251,DEAdkins3,"mid-Missouri friends: Join us in Jeff City for this Candlelight Vigil; I'll be there on behalf of @MomsDemand. We won't accept a country where gunfire can ring out at any moment. We honor the victims with our action, standing against hate and gun violence: https://t.co/IzatP52MR7 https://t.co/LfTyRMoQeo",-0.35000000000000003,-1
252,Truth_Hz_Donut,@benshapiro Buildings have to have more than 1 entrance in order to avoid tragedies like the triangle factory fire.  It is a boneheaded idea for a school.  We are the only country where this happens because our gun laws are terribly irresponsible.,-0.16666666666666666,-1
253,Daddystix1,"@TheBrandonMorse @BetoORourke Even before I reviewed your background I was able to clearly ID you as a GOP mindless venom spewed cockroach 🪳. Tell me something, if you had a child murdered because your country lacked the intellect to create common sense gun control, would you be so bold in your commentary?",0.08666666666666666,1
254,Ahbseen56,"MY GOD, that video of the parents BEGGING police, you can still hear the fuqqing gun shots.

MY GOD I AM PISSED THE FUQQ OFF.",0.0,0
255,dannielled1500,HAPPENING NOW: Students at Whitefish Bay High School are participating in a walkout protesting gun violence in schools. @CBS58 https://t.co/HaeOldRQCC,0.16,1
256,DianaBo89025068,THIS!,0.0,0
257,tortoise234,"@AaronBlakeLail @Randy_Galloway @ktfuntweets So I could have a nuclear missile as an ""arm"", or bring a gun to the airport?",0.0,0
258,PaHouseDems,"Democrats call for action to prevent school shootings. 

Republicans say words, and vote down any gun safety laws. 

https://t.co/6Q1vGV5qBW",-0.02777777777777779,-1
259,EddieProChoice1,@jaketapper States with tough gun control laws have half the deaths of states that have lenient gun laws. Also it is ridiculous for Governor Abbott to refer to gun deaths in Chicago and other places when Indiana is nearby and has lax gun laws https://t.co/5sFtS29teb,-0.10277777777777777,-1
260,USminofpeace,@LilAyrc @RyanTwittwem @valerielouredaa This is literally the shit we have to contend with every fucking day when Mongoloids like you that don’t know a fucking thing want to open your mouth about gun laws. Take the average person and try to make any of this shit makes sense to them.,-0.29166666666666663,-1
261,LynnBle10837201,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0
262,otdderamin,Ten days ago it took the Senate less than an hour to unanimously pass a bill extending security protection to the family members of Supreme Court justices from protesters with cardboard signs,-0.08333333333333333,-1
263,RP72880,Sad. The NRA and responsible gun owners had nothing to do with Uvalde.,-0.15,-1
264,Jyor_305,Ted Cruz wants door control. Democrats want gun control. Vote accordingly.,0.2,1
265,time_sensative,"@JohnCornyn @WSJopinion What are ""cultural guardrails"", because the only thing mentioned were ""churches and other social clubs""?  Though there are a ton of churches that scream from the pulpit about ""enemies"" and they have gun blessing ceremonies so...",0.0020833333333333346,1
266,LeMeph,"@redcommander27 @NuanceBro "" straw purchased, stolen or resold from other states."" - Those are illegal/black market methods that not every person has. It is estimated that about 80% of gun crimes are committed by people who own or obtained the firearm illegally.",-0.00833333333333334,-1
267,JFein13,"If the gun protectors in Congress are voted out, things may change. If they retain their seats, nothing will change.
Pretty simple.",0.125,1
268,JDub9911,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0
269,kkadafi191,"If America wasn't willing to challenge the gun lobby after white kids were killed at Sandy Hook and rich kids were killed at Parkland, what makes you think anything will change after Black grandparents are killed in Buffalo and Latin children are killed in Texas?",-0.042708333333333334,-1
270,N0trealnow,@leslibless I didn’t even know you could finance a gun… learned something new right there.,0.21103896103896103,1
271,wendy_dorian,You know why the GOP is resorting to blaming doors? They’re cornered and scrambling for a message after all of their talking points were destroyed. “Good guy with a gun” narrative collapsed. “We need more police” narrative collapsed. There is no way around it. This is about guns.,0.6,1
272,Zinnia1111,@KM_PGH @Dave26617230 @DavidLat There’s literally nothing well regulated about our gun ownership 😹,0.0,0
273,Adlamassoud,"""Why only in America?""

US Senator Ted Cruz walks away from @Stone_SkyNews after being asked if ""this is the moment to reform gun laws"" 

https://t.co/d2oBaP4KvW

#TedCruz #America #Texasshooting #gunlaws https://t.co/gL4TYeg04t",0.0,0
